epsilon,execution_time,rmse,maximum_difference,mean_difference
1e-20,23.91977310180664,0.0,0.0,0.0
1e-18,21.57699203491211,0.0,0.0,0.0
1e-16,28.15781545639038,0.0,0.0,0.0
1e-14,25.296844244003296,0.0,0.0,0.0
1e-12,30.616724252700806,0.0,0.0,0.0
1e-10,28.556484699249268,0.0,0.0,0.0
1e-08,27.45937752723694,0.0,0.0,0.0
1e-06,28.842182159423828,0.0,0.0,0.0
