window,q,rho,epsilon
144,2.0,0.0015559793632650455,1e-16
144,5.0,0.003393495969050253,1e-16
233,-5.0,-0.0017364520777334372,1e-16
233,-2.0,-0.00029615995810034987,1e-16
233,0.0,0.000675615783305048,1e-16
233,2.0,0.0016616813659323336,1e-16
233,5.0,0.0031799623362775585,1e-16
377,-5.0,-0.0015645240095020355,1e-16
377,-2.0,-0.0002719040450365049,1e-16
377,0.0,0.0005843234585462904,1e-16
377,2.0,0.0014381214846844164,1e-16
377,5.0,0.002719395056991047,1e-16
610,-5.0,-0.0012454102720422645,1e-16
610,-2.0,3.1469753770107696e-06,1e-16
610,0.0,0.0008236154538837987,1e-16
610,2.0,0.001635931977472769,1e-16
610,5.0,0.0028422741338118016,1e-16
987,-5.0,-0.0009170823668794056,1e-16
987,-2.0,-8.879358906030203e-05,1e-16
987,0.0,0.0004603583756891704,1e-16
987,2.0,0.0010085295500974296,1e-16
987,5.0,0.0018316546788506745,1e-16
1597,-5.0,0.00033061003722862893,1e-16
1597,-2.0,0.0006636215607242758,1e-16
1597,0.0,0.0008975235666389545,1e-16
1597,2.0,0.0011413770804914556,1e-16
1597,5.0,0.001526633865127839,1e-16
2584,-5.0,0.0006239823111747013,1e-16
2584,-2.0,0.0007778609264516662,1e-16
2584,0.0,0.0008862652032265983,1e-16
2584,2.0,0.0009992989303155197,1e-16
2584,5.0,0.0011774702973394635,1e-16
4181,-5.0,0.0020660049362207227,1e-16
4181,-2.0,0.002188691115840029,1e-16
4181,0.0,0.0022714129891382774,1e-16
4181,2.0,0.002354875828569769,1e-16
4181,5.0,0.0024814514761727887,1e-16
13,-5.0,0.004546098563593455,1e-14
13,-2.0,0.002253814102882565,1e-14
13,0.0,0.0021566105230108883,1e-14
13,2.0,0.0025832836938518293,1e-14
13,5.0,0.00338885778219875,1e-14
21,-5.0,0.0031305065995320095,1e-14
21,-2.0,0.0015918911616998306,1e-14
21,0.0,0.0013770409714508203,1e-14
21,2.0,0.0017554087337553015,1e-14
21,5.0,0.0035780766816484767,1e-14
34,-5.0,0.0010701400883675748,1e-14
34,-2.0,0.000675351450753458,1e-14
34,0.0,0.0011067869788099576,1e-14
34,2.0,0.0021317849467205694,1e-14
34,5.0,0.0049766101312180054,1e-14
55,-5.0,0.0001355612540351215,1e-14
55,-2.0,0.00046818543869006575,1e-14
55,0.0,0.0009959785870732934,1e-14
55,2.0,0.0018449565832211008,1e-14
55,5.0,0.003889703490705741,1e-14
89,-5.0,-0.0014435791939696886,1e-14
89,-2.0,-0.0004149149789047241,1e-14
89,0.0,0.0004476695782848887,1e-14
89,2.0,0.0014815405728495162,1e-14
89,5.0,0.003406660909129635,1e-14
144,-5.0,-0.0020591367548367682,1e-14
144,-2.0,-0.0006250383267069087,1e-14
144,0.0,0.0004271182542341615,1e-14
144,2.0,0.0015559793632650455,1e-14
144,5.0,0.003393495969050253,1e-14
233,-5.0,-0.0017364520777334372,1e-14
233,-2.0,-0.00029615995810034987,1e-14
233,0.0,0.000675615783305048,1e-14
233,2.0,0.0016616813659323336,1e-14
233,5.0,0.0031799623362775585,1e-14
377,-5.0,-0.0015645240095020355,1e-14
377,-2.0,-0.0002719040450365049,1e-14
377,0.0,0.0005843234585462904,1e-14
377,2.0,0.0014381214846844164,1e-14
377,5.0,0.002719395056991047,1e-14
610,-5.0,-0.0012454102720422645,1e-14
610,-2.0,3.1469753770107696e-06,1e-14
610,0.0,0.0008236154538837987,1e-14
610,2.0,0.001635931977472769,1e-14
610,5.0,0.0028422741338118016,1e-14
987,-5.0,-0.0009170823668794056,1e-14
987,-2.0,-8.879358906030203e-05,1e-14
987,0.0,0.0004603583756891704,1e-14
987,2.0,0.0010085295500974296,1e-14
987,5.0,0.0018316546788506745,1e-14
1597,-5.0,0.00033061003722862893,1e-14
1597,-2.0,0.0006636215607242758,1e-14
1597,0.0,0.0008975235666389545,1e-14
1597,2.0,0.0011413770804914556,1e-14
1597,5.0,0.001526633865127839,1e-14
2584,-5.0,0.0006239823111747013,1e-14
2584,-2.0,0.0007778609264516662,1e-14
2584,0.0,0.0008862652032265983,1e-14
2584,2.0,0.0009992989303155197,1e-14
2584,5.0,0.0011774702973394635,1e-14
4181,-5.0,0.0020660049362207227,1e-14
4181,-2.0,0.002188691115840029,1e-14
4181,0.0,0.0022714129891382774,1e-14
4181,2.0,0.002354875828569769,1e-14
4181,5.0,0.0024814514761727887,1e-14
13,-5.0,0.004546098563593455,1e-12
13,-2.0,0.002253814102882565,1e-12
13,0.0,0.0021566105230108883,1e-12
13,2.0,0.0025832836938518293,1e-12
13,5.0,0.00338885778219875,1e-12
21,-5.0,0.0031305065995320095,1e-12
21,-2.0,0.0015918911616998306,1e-12
21,0.0,0.0013770409714508203,1e-12
21,2.0,0.0017554087337553015,1e-12
21,5.0,0.0035780766816484767,1e-12
34,-5.0,0.0010701400883675748,1e-12
34,-2.0,0.000675351450753458,1e-12
34,0.0,0.0011067869788099576,1e-12
34,2.0,0.0021317849467205694,1e-12
34,5.0,0.0049766101312180054,1e-12
55,-5.0,0.0001355612540351215,1e-12
55,-2.0,0.00046818543869006575,1e-12
55,0.0,0.0009959785870732934,1e-12
55,2.0,0.0018449565832211008,1e-12
55,5.0,0.003889703490705741,1e-12
89,-5.0,-0.0014435791939696886,1e-12
89,-2.0,-0.0004149149789047241,1e-12
89,0.0,0.0004476695782848887,1e-12
89,2.0,0.0014815405728495162,1e-12
89,5.0,0.003406660909129635,1e-12
144,-5.0,-0.0020591367548367682,1e-12
144,-2.0,-0.0006250383267069087,1e-12
144,0.0,0.0004271182542341615,1e-12
144,2.0,0.0015559793632650455,1e-12
144,5.0,0.003393495969050253,1e-12
233,-5.0,-0.0017364520777334372,1e-12
233,-2.0,-0.00029615995810034987,1e-12
233,0.0,0.000675615783305048,1e-12
233,2.0,0.0016616813659323336,1e-12
233,5.0,0.0031799623362775585,1e-12
377,-5.0,-0.0015645240095020355,1e-12
377,-2.0,-0.0002719040450365049,1e-12
377,0.0,0.0005843234585462904,1e-12
377,2.0,0.0014381214846844164,1e-12
377,5.0,0.002719395056991047,1e-12
610,-5.0,-0.0012454102720422645,1e-12
610,-2.0,3.1469753770107696e-06,1e-12
610,0.0,0.0008236154538837987,1e-12
610,2.0,0.001635931977472769,1e-12
610,5.0,0.0028422741338118016,1e-12
987,-5.0,-0.0009170823668794056,1e-12
987,-2.0,-8.879358906030203e-05,1e-12
987,0.0,0.0004603583756891704,1e-12
987,2.0,0.0010085295500974296,1e-12
987,5.0,0.0018316546788506745,1e-12
1597,-5.0,0.00033061003722862893,1e-12
1597,-2.0,0.0006636215607242758,1e-12
1597,0.0,0.0008975235666389545,1e-12
1597,2.0,0.0011413770804914556,1e-12
1597,5.0,0.001526633865127839,1e-12
2584,-5.0,0.0006239823111747013,1e-12
2584,-2.0,0.0007778609264516662,1e-12
2584,0.0,0.0008862652032265983,1e-12
2584,2.0,0.0009992989303155197,1e-12
2584,5.0,0.0011774702973394635,1e-12
4181,-5.0,0.0020660049362207227,1e-12
4181,-2.0,0.002188691115840029,1e-12
4181,0.0,0.0022714129891382774,1e-12
4181,2.0,0.002354875828569769,1e-12
4181,5.0,0.0024814514761727887,1e-12
13,-5.0,0.004546098563593455,1e-10
13,-2.0,0.002253814102882565,1e-10
13,0.0,0.0021566105230108883,1e-10
13,2.0,0.0025832836938518293,1e-10
13,5.0,0.00338885778219875,1e-10
21,-5.0,0.0031305065995320095,1e-10
21,-2.0,0.0015918911616998306,1e-10
21,0.0,0.0013770409714508203,1e-10
21,2.0,0.0017554087337553015,1e-10
21,5.0,0.0035780766816484767,1e-10
34,-5.0,0.0010701400883675748,1e-10
34,-2.0,0.000675351450753458,1e-10
34,0.0,0.0011067869788099576,1e-10
34,2.0,0.0021317849467205694,1e-10
34,5.0,0.0049766101312180054,1e-10
55,-5.0,0.0001355612540351215,1e-10
55,-2.0,0.00046818543869006575,1e-10
55,0.0,0.0009959785870732934,1e-10
55,2.0,0.0018449565832211008,1e-10
55,5.0,0.003889703490705741,1e-10
89,-5.0,-0.0014435791939696886,1e-10
89,-2.0,-0.0004149149789047241,1e-10
89,0.0,0.0004476695782848887,1e-10
89,2.0,0.0014815405728495162,1e-10
89,5.0,0.003406660909129635,1e-10
144,-5.0,-0.0020591367548367682,1e-10
144,-2.0,-0.0006250383267069087,1e-10
144,0.0,0.0004271182542341615,1e-10
144,2.0,0.0015559793632650455,1e-10
144,5.0,0.003393495969050253,1e-10
233,-5.0,-0.0017364520777334372,1e-10
233,-2.0,-0.00029615995810034987,1e-10
233,0.0,0.000675615783305048,1e-10
233,2.0,0.0016616813659323336,1e-10
233,5.0,0.0031799623362775585,1e-10
377,-5.0,-0.0015645240095020355,1e-10
377,-2.0,-0.0002719040450365049,1e-10
377,0.0,0.0005843234585462904,1e-10
377,2.0,0.0014381214846844164,1e-10
377,5.0,0.002719395056991047,1e-10
610,-5.0,-0.0012454102720422645,1e-10
610,-2.0,3.1469753770107696e-06,1e-10
610,0.0,0.0008236154538837987,1e-10
610,2.0,0.001635931977472769,1e-10
610,5.0,0.0028422741338118016,1e-10
987,-5.0,-0.0009170823668794056,1e-10
987,-2.0,-8.879358906030203e-05,1e-10
987,0.0,0.0004603583756891704,1e-10
987,2.0,0.0010085295500974296,1e-10
987,5.0,0.0018316546788506745,1e-10
1597,-5.0,0.00033061003722862893,1e-10
1597,-2.0,0.0006636215607242758,1e-10
1597,0.0,0.0008975235666389545,1e-10
1597,2.0,0.0011413770804914556,1e-10
1597,5.0,0.001526633865127839,1e-10
2584,-5.0,0.0006239823111747013,1e-10
2584,-2.0,0.0007778609264516662,1e-10
2584,0.0,0.0008862652032265983,1e-10
2584,2.0,0.0009992989303155197,1e-10
2584,5.0,0.0011774702973394635,1e-10
4181,-5.0,0.0020660049362207227,1e-10
4181,-2.0,0.002188691115840029,1e-10
4181,0.0,0.0022714129891382774,1e-10
4181,2.0,0.002354875828569769,1e-10
4181,5.0,0.0024814514761727887,1e-10
13,-5.0,0.004546098563593455,1e-08
13,-2.0,0.002253814102882565,1e-08
13,0.0,0.0021566105230108883,1e-08
13,2.0,0.0025832836938518293,1e-08
13,5.0,0.00338885778219875,1e-08
21,-5.0,0.0031305065995320095,1e-08
21,-2.0,0.0015918911616998306,1e-08
21,0.0,0.0013770409714508203,1e-08
21,2.0,0.0017554087337553015,1e-08
21,5.0,0.0035780766816484767,1e-08
34,-5.0,0.0010701400883675748,1e-08
34,-2.0,0.000675351450753458,1e-08
34,0.0,0.0011067869788099576,1e-08
34,2.0,0.0021317849467205694,1e-08
34,5.0,0.0049766101312180054,1e-08
55,-5.0,0.0001355612540351215,1e-08
55,-2.0,0.00046818543869006575,1e-08
55,0.0,0.0009959785870732934,1e-08
55,2.0,0.0018449565832211008,1e-08
55,5.0,0.003889703490705741,1e-08
89,-5.0,-0.0014435791939696886,1e-08
89,-2.0,-0.0004149149789047241,1e-08
89,0.0,0.0004476695782848887,1e-08
89,2.0,0.0014815405728495162,1e-08
89,5.0,0.003406660909129635,1e-08
144,-5.0,-0.0020591367548367682,1e-08
144,-2.0,-0.0006250383267069087,1e-08
144,0.0,0.0004271182542341615,1e-08
144,2.0,0.0015559793632650455,1e-08
144,5.0,0.003393495969050253,1e-08
233,-5.0,-0.0017364520777334372,1e-08
233,-2.0,-0.00029615995810034987,1e-08
233,0.0,0.000675615783305048,1e-08
233,2.0,0.0016616813659323336,1e-08
233,5.0,0.0031799623362775585,1e-08
377,-5.0,-0.0015645240095020355,1e-08
377,-2.0,-0.0002719040450365049,1e-08
377,0.0,0.0005843234585462904,1e-08
377,2.0,0.0014381214846844164,1e-08
377,5.0,0.002719395056991047,1e-08
610,-5.0,-0.0012454102720422645,1e-08
610,-2.0,3.1469753770107696e-06,1e-08
610,0.0,0.0008236154538837987,1e-08
610,2.0,0.001635931977472769,1e-08
610,5.0,0.0028422741338118016,1e-08
987,-5.0,-0.0009170823668794056,1e-08
987,-2.0,-8.879358906030203e-05,1e-08
987,0.0,0.0004603583756891704,1e-08
987,2.0,0.0010085295500974296,1e-08
987,5.0,0.0018316546788506745,1e-08
1597,-5.0,0.00033061003722862893,1e-08
1597,-2.0,0.0006636215607242758,1e-08
1597,0.0,0.0008975235666389545,1e-08
1597,2.0,0.0011413770804914556,1e-08
1597,5.0,0.001526633865127839,1e-08
2584,-5.0,0.0006239823111747013,1e-08
2584,-2.0,0.0007778609264516662,1e-08
2584,0.0,0.0008862652032265983,1e-08
2584,2.0,0.0009992989303155197,1e-08
2584,5.0,0.0011774702973394635,1e-08
4181,-5.0,0.0020660049362207227,1e-08
4181,-2.0,0.002188691115840029,1e-08
4181,0.0,0.0022714129891382774,1e-08
4181,2.0,0.002354875828569769,1e-08
4181,5.0,0.0024814514761727887,1e-08
13,-5.0,0.004546098563593455,1e-06
13,-2.0,0.002253814102882565,1e-06
13,0.0,0.0021566105230108883,1e-06
13,2.0,0.0025832836938518293,1e-06
13,5.0,0.00338885778219875,1e-06
21,-5.0,0.0031305065995320095,1e-06
21,-2.0,0.0015918911616998306,1e-06
21,0.0,0.0013770409714508203,1e-06
21,2.0,0.0017554087337553015,1e-06
21,5.0,0.0035780766816484767,1e-06
34,-5.0,0.0010701400883675748,1e-06
34,-2.0,0.000675351450753458,1e-06
34,0.0,0.0011067869788099576,1e-06
34,2.0,0.0021317849467205694,1e-06
34,5.0,0.0049766101312180054,1e-06
55,-5.0,0.0001355612540351215,1e-06
55,-2.0,0.00046818543869006575,1e-06
55,0.0,0.0009959785870732934,1e-06
55,2.0,0.0018449565832211008,1e-06
55,5.0,0.003889703490705741,1e-06
89,-5.0,-0.0014435791939696886,1e-06
89,-2.0,-0.0004149149789047241,1e-06
89,0.0,0.0004476695782848887,1e-06
89,2.0,0.0014815405728495162,1e-06
89,5.0,0.003406660909129635,1e-06
144,-5.0,-0.0020591367548367682,1e-06
144,-2.0,-0.0006250383267069087,1e-06
144,0.0,0.0004271182542341615,1e-06
144,2.0,0.0015559793632650455,1e-06
144,5.0,0.003393495969050253,1e-06
233,-5.0,-0.0017364520777334372,1e-06
233,-2.0,-0.00029615995810034987,1e-06
233,0.0,0.000675615783305048,1e-06
233,2.0,0.0016616813659323336,1e-06
233,5.0,0.0031799623362775585,1e-06
377,-5.0,-0.0015645240095020355,1e-06
377,-2.0,-0.0002719040450365049,1e-06
377,0.0,0.0005843234585462904,1e-06
377,2.0,0.0014381214846844164,1e-06
377,5.0,0.002719395056991047,1e-06
610,-5.0,-0.0012454102720422645,1e-06
610,-2.0,3.1469753770107696e-06,1e-06
610,0.0,0.0008236154538837987,1e-06
610,2.0,0.001635931977472769,1e-06
610,5.0,0.0028422741338118016,1e-06
987,-5.0,-0.0009170823668794056,1e-06
987,-2.0,-8.879358906030203e-05,1e-06
987,0.0,0.0004603583756891704,1e-06
987,2.0,0.0010085295500974296,1e-06
987,5.0,0.0018316546788506745,1e-06
1597,-5.0,0.00033061003722862893,1e-06
1597,-2.0,0.0006636215607242758,1e-06
1597,0.0,0.0008975235666389545,1e-06
1597,2.0,0.0011413770804914556,1e-06
1597,5.0,0.001526633865127839,1e-06
2584,-5.0,0.0006239823111747013,1e-06
2584,-2.0,0.0007778609264516662,1e-06
2584,0.0,0.0008862652032265983,1e-06
2584,2.0,0.0009992989303155197,1e-06
2584,5.0,0.0011774702973394635,1e-06
4181,-5.0,0.0020660049362207227,1e-06
4181,-2.0,0.002188691115840029,1e-06
4181,0.0,0.0022714129891382774,1e-06
4181,2.0,0.002354875828569769,1e-06
4181,5.0,0.0024814514761727887,1e-06
